Site Code,Site,AED Site,Year,mm,dd,area,num_cells,num_outputs,age_surface,age_bottom,salinity_surface,salinity_ bottom,temp_surface,temp_bottom,oxygen_surface,oxygen_bottom,nh4_surface,nh4_bottom,CHLA,sal_strat,sal_strat_area,lowoxygen_area,hypoxia_area,temp_surface_avg,temp_surface_max,sal_strat_history,lowoxygen_frequency,hypoxia_frequency,anoxia_frequency,cyano_hab_index_avg,dino_hab_index_avg,mag_hsi_avg,wqi_avg
VealeMC3SP-9_102.5m_259,MC4,Mandurah Channel,2009,10,12,17599.1758,4.0000,,37.0511,37.0135,20.3352,20.4897,17.3592,17.3464,7.9693,7.9332,0.0026,0.0028,0.6545,0.0964,0.0000,0.0000,0.0000,15.2884,22.1552,1.0004,0.0000,0.0000,0.0000,0.0394,0.0528,0.0000,0.9216,
YoungMC3SU396_21m_648,MC4,Mandurah Channel,1996,02,16,17599.1758,4.0000,,33.2996,35.3755,40.3603,40.7227,25.6775,25.2890,6.1791,6.2369,0.0180,0.0176,5.8278,0.3624,0.0000,0.0000,0.0000,24.1300,27.9056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.9938,
YoungMC3AU396_21m_663,MC4,Mandurah Channel,1996,05,22,17599.1758,4.0000,,30.2029,37.3363,37.8729,38.4397,14.9532,14.2663,7.4747,7.4738,0.0140,0.0174,1.6535,0.5668,0.0000,0.0000,0.0000,15.9423,19.2552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.9904,
YoungMC3W396_21m_678,MC4,Mandurah Channel,1996,08,29,17599.1758,4.0000,,22.1588,23.0033,6.1679,6.4614,13.9209,13.7375,9.7311,9.6991,0.0783,0.0796,1.5527,0.2935,0.0000,0.0000,0.0000,12.4545,14.9984,1.1681,0.0000,0.0000,0.0000,0.0220,0.0388,0.0000,0.7338,
YoungMC3SP396_21m_693,MC4,Mandurah Channel,1996,11,12,17599.1758,4.0000,,28.9395,25.6742,28.3582,29.7657,22.2646,20.7724,7.0705,7.2922,0.0110,0.0069,0.7807,1.4076,0.0000,0.0000,0.0000,19.2370,25.7755,2.7533,0.0000,0.0000,0.0000,0.0244,0.0854,0.0000,0.9298,
YoungMC3SU397_21m_708,MC4,Mandurah Channel,1997,02,11,17599.1758,4.0000,,33.2918,35.3084,40.4324,40.7261,21.6143,21.0240,6.8890,6.9440,0.0094,0.0094,7.0824,0.2937,0.0000,0.0000,0.0000,23.6620,27.8783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.9535,
YoungMC3AU397_21m_723,MC4,Mandurah Channel,1997,05,05,17599.1758,4.0000,,33.8905,33.9945,37.0253,37.1043,15.0675,14.7284,7.5494,7.5537,0.0098,0.0096,1.0377,0.0789,0.0000,0.0000,0.0000,18.1802,21.7746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0106,0.0000,1.0000,
YoungMC3W397_21m_738,MC4,Mandurah Channel,1997,07,28,17599.1758,4.0000,,39.0981,39.9907,26.1108,26.6197,12.5743,12.5277,8.7890,8.7643,0.0137,0.0127,1.2635,0.5089,0.0000,0.0000,0.0000,11.8908,14.3419,0.0000,0.0000,0.0000,0.0000,0.0000,0.1236,0.0000,0.9426,
YoungMC3SP397_21m_753,MC4,Mandurah Channel,1997,11,11,17599.1758,4.0000,,33.7420,32.9935,33.4933,33.6098,21.2580,20.9813,7.1515,7.0853,0.0081,0.0094,0.6620,0.1165,0.0000,0.0000,0.0000,19.3157,24.4054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0959,0.0000,0.9927,
VealeMC3W32008_21m_768,MC4,Mandurah Channel,2008,07,11,17599.1758,4.0000,,41.2362,40.9708,31.8810,31.9466,12.6861,12.6385,8.5416,8.5158,0.0168,0.0166,2.7852,0.0655,0.0000,0.0000,0.0000,12.5838,14.5063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0707,0.0000,0.9693,
VealeMC3SP32008_21m_787,MC4,Mandurah Channel,2008,10,13,17599.1758,4.0000,,37.2983,37.2807,30.2082,30.2426,16.8752,16.8745,7.8191,7.8188,0.0055,0.0052,1.2027,0.0344,0.0000,0.0000,0.0000,16.0139,20.4449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0960,0.0000,0.9975,
VealeMC3SU32009_21m_807,MC4,Mandurah Channel,2009,01,14,17599.1758,4.0000,,26.4999,31.9963,38.7405,39.1554,22.3154,22.3462,6.3950,6.3716,0.0143,0.0151,6.4084,0.4149,0.0000,0.0000,0.0000,22.6216,26.9665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.9756,
VealeMC3AU32009_21m_827,MC4,Mandurah Channel,2009,04,07,17599.1758,4.0000,,19.6397,18.9818,35.4638,35.5873,18.2756,17.6707,6.7849,6.5706,0.0026,0.0027,1.9520,0.1235,0.0000,0.0000,0.0000,18.8932,22.4683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0257,-0.0000,0.8275,
VealeMC3W32009_21m_847,MC4,Mandurah Channel,2009,07,09,17599.1758,4.0000,,33.9694,36.4334,28.4781,29.2299,12.4222,12.3285,8.6349,8.6252,0.0060,0.0054,0.4703,0.3951,0.0000,0.0000,0.0000,12.5557,15.3567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0309,0.0000,1.0000,
VealeMC3SP32009_21m_867,MC4,Mandurah Channel,2009,10,12,17599.1758,4.0000,,37.0511,37.0135,20.3352,20.4897,17.3592,17.3464,7.9693,7.9332,0.0026,0.0028,0.6545,0.0964,0.0000,0.0000,0.0000,15.2884,22.1552,1.0004,0.0000,0.0000,0.0000,0.0394,0.0528,0.0000,0.9216,
VealeMC3SU32010_21m_887,MC4,Mandurah Channel,2010,01,15,17599.1758,4.0000,,31.3118,33.2126,39.3066,39.4336,24.2813,23.9147,6.7214,6.6518,0.0494,0.0460,4.9484,0.0827,0.0000,0.0000,0.0000,22.7603,28.3773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.9680,
VealeMC3AU32010_21m_907,MC4,Mandurah Channel,2010,04,15,17599.1758,4.0000,,18.7226,19.5271,36.4392,36.5142,19.1266,19.0657,7.2518,7.2745,0.0071,0.0067,6.2045,0.0567,0.0000,0.0000,0.0000,20.9365,24.7122,0.0000,1.0005,0.0000,0.0000,0.0000,0.0007,-0.0000,0.5771,
HallettMC4AU-16_21m_1492,MC4,Mandurah Channel,2016,06,01,17599.1758,4.0000,,32.6430,32.7817,33.4142,33.4484,14.4061,14.1909,6.8251,6.8810,0.0034,0.0033,0.5028,0.0342,0.0000,0.0000,0.0000,16.0001,19.8163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0188,0.0000,0.9741,
HallettMC4SP-16_21m_1493,MC4,Mandurah Channel,2016,10,31,17599.1758,4.0000,,45.2773,44.4467,29.9578,30.1920,18.3104,18.0202,8.4216,8.3931,0.0110,0.0143,9.4874,0.2343,0.0000,0.0000,0.0000,18.1449,22.1691,0.0000,0.0000,0.0000,0.0000,0.0000,0.1251,0.0000,0.9384,
HallettMC4SU-17_21m_1494,MC4,Mandurah Channel,2017,02,15,17599.1766,4.0000,,33.7512,36.3532,30.6954,32.9873,25.1367,25.1071,6.8346,6.8617,0.1275,0.1037,35.2131,2.2919,0.0000,0.0000,0.0000,26.7667,32.5736,0.0000,2.1672,0.0000,0.0000,0.0000,0.0057,-0.0000,0.7068,
HallettMC4W-16_21m_1495,MC4,Mandurah Channel,2016,07,27,17599.1758,4.0000,,47.9321,49.8605,29.2488,29.5398,12.2475,11.9707,7.8241,7.9161,0.0125,0.0107,0.4413,0.2909,0.0000,0.0000,0.0000,12.0334,14.0851,0.0000,0.0000,0.0000,0.0000,0.0000,0.0708,0.0000,0.9944,
HallettMC4AU17_21m_1611,MC4,Mandurah Channel,2017,04,13,17599.1766,4.0000,,44.4268,45.8316,36.6081,36.6524,21.1413,20.9769,6.7678,6.6745,0.0767,0.0819,32.3369,0.0443,0.0000,0.0000,0.0000,22.6482,26.5168,0.0000,0.5001,0.0000,0.0000,0.0000,0.0430,-0.0000,0.4703,
HallettMC4SP17_21m_1615,MC4,Mandurah Channel,2017,10,19,17599.1766,4.0000,,40.6655,41.0302,23.5015,23.6992,18.9668,18.8614,9.4913,9.4715,0.0219,0.0202,30.9069,0.1977,0.0000,0.0000,0.0000,16.6947,22.5073,0.5001,0.0000,0.0000,0.0000,0.0216,0.1735,-0.0000,0.6714,
HallettMC4SU18_21m_1619,MC4,Mandurah Channel,2018,01,11,17599.1758,4.0000,,29.1296,31.2756,37.4448,37.5682,26.7875,26.7213,7.9399,7.6517,0.0316,0.0306,10.3464,0.1114,0.0000,0.0000,0.0000,25.1473,29.4812,0.0000,0.1667,0.0000,0.0000,0.0000,0.0073,0.0000,0.8186,
HallettMC4W17_21m_1623,MC4,Mandurah Channel,2017,06,26,17599.1766,4.0000,,51.8673,49.9525,34.4304,34.4853,13.8511,13.7399,6.7685,6.5617,0.0477,0.0497,5.1020,0.0548,0.0000,0.0000,0.0000,13.9554,17.2538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0560,0.0000,0.8015,
Loneragan50SU-81_102.5m_300,Lon50,Mandurah Channel,1981,01,07,24366.2734,7.0000,,46.0041,46.1633,38.4311,38.5642,23.6276,23.0761,6.6530,6.7288,0.0146,0.0118,0.3875,0.1331,0.0000,0.0000,0.0000,19.8682,26.6845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000,0.9964,
Loneragan50SU-82_133m_301,Lon50,Mandurah Channel,1982,01,12,24366.2734,7.0000,,25.9849,25.9761,35.7521,35.7465,17.7941,17.7366,7.4160,7.4266,0.0217,0.0212,0.5340,-0.0056,0.0000,0.0000,0.0000,20.0182,25.8614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0835,0.0000,0.9587,
Loneragan50SU-83_133m_302,Lon50,Mandurah Channel,1983,01,24,24366.2734,7.0000,,44.0790,43.8673,35.8054,35.8070,21.4795,20.9365,6.8834,6.9880,0.0244,0.0204,1.8048,0.0015,0.0000,0.0000,0.0000,21.8038,28.0949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0580,0.0000,0.9564,
Loneragan50SU-80_102.5m_329,Lon50,Mandurah Channel,1980,02,13,24366.2734,7.0000,,8.5067,8.4147,34.7214,34.7637,23.1345,22.2520,6.8107,6.8285,0.0024,0.0022,3.9337,0.0423,0.0000,0.0000,0.0000,21.8545,26.2424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0506,0.0000,0.8400,
Loneragan50SU-81_102.5m_330,Lon50,Mandurah Channel,1981,02,04,24366.2734,7.0000,,33.8792,34.1944,39.8017,39.8351,18.6952,18.7296,7.1098,7.1005,0.0162,0.0162,0.6345,0.0334,0.0000,0.0000,0.0000,21.8798,28.0409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.9982,
Loneragan50SU-82_133m_331,Lon50,Mandurah Channel,1982,02,04,24366.2734,7.0000,,35.0324,25.1568,20.3943,25.3308,25.6961,23.9463,7.0465,7.2891,0.0259,0.0213,3.9485,4.9365,48.5329,0.0000,0.0000,21.1976,28.6590,3.7505,0.0000,0.0000,0.0000,0.0500,0.1189,0.0000,0.9399,
Loneragan50SU-83_133m_332,Lon50,Mandurah Channel,1983,02,16,24366.2734,7.0000,,78.2399,77.9419,37.4603,37.4818,20.9083,20.7919,6.6675,6.6659,0.0260,0.0257,4.6440,0.0215,0.0000,0.0000,0.0000,21.3978,28.0949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0133,0.0000,0.9421,
Loneragan50AU-80_102.5m_371,Lon50,Mandurah Channel,1980,03,25,24366.2734,7.0000,,33.4452,33.9244,39.5102,39.6154,18.3309,18.3181,7.2723,7.2674,0.0054,0.0054,0.3506,0.1052,0.0000,0.0000,0.0000,20.0143,24.9818,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000,1.0000,
Loneragan50AU-81_102.5m_372,Lon50,Mandurah Channel,1981,03,03,24366.2734,7.0000,,36.1999,42.0021,39.8390,40.7393,19.0974,18.6544,7.1066,7.1524,0.0114,0.0138,1.8362,0.9003,0.0000,0.0000,0.0000,20.0636,25.6514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.9942,
Loneragan50AU-81_102.5m_373,Lon50,Mandurah Channel,1981,03,10,24366.2734,7.0000,,17.4083,19.4059,37.6730,38.0433,18.7470,18.0138,7.1630,7.2182,0.0211,0.0232,0.7715,0.3703,0.0000,0.0000,0.0000,19.5826,25.6514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.9949,
Loneragan50AU-82_133m_374,Lon50,Mandurah Channel,1982,03,09,24366.2734,7.0000,,16.0835,16.1139,36.6886,36.6881,18.3663,17.8822,7.4639,7.4606,0.0021,0.0021,0.7153,-0.0006,0.0000,0.0000,0.0000,20.5322,25.7245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0281,0.0000,0.8792,
Loneragan50AU-82_133m_375,Lon50,Mandurah Channel,1982,03,18,24366.2734,7.0000,,24.2322,24.6199,36.9632,37.1860,21.6414,20.7896,7.0557,7.1566,0.0065,0.0054,0.4722,0.2228,0.0000,0.0000,0.0000,20.8395,25.7245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0168,0.0000,0.9397,
Loneragan50AU-83_133m_376,Lon50,Mandurah Channel,1983,03,09,24366.2734,7.0000,,25.7860,27.3276,37.6515,37.8260,20.5297,19.2722,7.0348,7.3807,0.0192,0.0148,2.9674,0.1745,0.0000,0.0000,0.0000,20.8197,26.1918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000,0.9232,
Loneragan50AU-79_133m_389,Lon50,Mandurah Channel,1979,04,27,24366.2734,7.0000,,47.2865,69.6456,40.9633,44.0646,15.5313,14.5376,7.4960,7.5328,0.0151,0.0168,6.8935,3.1014,21.7319,0.0000,0.0000,17.9565,23.9610,0.1669,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.9685,
Loneragan50AU-79_133m_390,Lon50,Mandurah Channel,1979,04,27,24366.2734,7.0000,,47.2865,69.6456,40.9633,44.0646,15.5313,14.5376,7.4960,7.5328,0.0151,0.0168,6.8935,3.1014,21.7319,0.0000,0.0000,17.9565,23.9610,0.1669,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.9685,
Loneragan50AU-81_102.5m_391,Lon50,Mandurah Channel,1981,04,07,24366.2734,7.0000,,46.0279,60.0821,40.2740,42.2420,18.6244,19.2151,7.1152,6.9233,0.0238,0.0211,10.4140,1.9680,0.0000,0.0000,0.0000,20.2251,25.7139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.9728,
Loneragan50AU-82_133m_392,Lon50,Mandurah Channel,1982,04,06,24366.2734,7.0000,,30.4289,31.1317,37.5294,37.7133,19.0189,17.9320,7.3302,7.4259,0.0059,0.0048,0.3714,0.1839,0.0000,0.0000,0.0000,19.6846,25.1678,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.9999,
Loneragan50AU-83_133m_393,Lon50,Mandurah Channel,1983,04,06,24366.2734,7.0000,,35.8792,36.7513,38.1387,38.2773,21.2213,20.5347,6.9223,7.1145,0.0276,0.0242,4.3779,0.1386,0.0000,0.0000,0.0000,21.9411,26.4415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.9530,
Loneragan50AU-80_102.5m_433,Lon50,Mandurah Channel,1980,05,06,24366.2734,7.0000,,24.8852,28.4639,37.2227,37.7510,16.1312,15.2232,7.7863,7.9956,0.0044,0.0052,0.4175,0.5284,0.0000,0.0000,0.0000,18.2411,23.3723,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,1.0000,
Loneragan50AU-81_102.5m_434,Lon50,Mandurah Channel,1981,05,09,24366.2734,7.0000,,45.0057,58.5846,38.9176,40.5193,16.2485,16.0484,7.3985,7.2523,0.0158,0.0160,4.1807,1.6017,0.0000,0.0000,0.0000,18.0616,21.6244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.9711,
Loneragan50AU-82_133m_435,Lon50,Mandurah Channel,1982,05,05,24366.2734,7.0000,,21.3229,24.8027,37.0436,37.4513,16.5926,16.1324,7.5537,7.5548,0.0047,0.0063,0.3436,0.4078,0.0000,0.0000,0.0000,17.4079,23.5522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,1.0000,
Loneragan50W-79_133m_461,Lon50,Mandurah Channel,1979,06,12,24366.2734,7.0000,,43.5124,67.8663,39.1973,41.5980,12.5163,12.3052,8.1772,7.9848,0.0218,0.0234,3.4642,2.4006,1.1185,0.0000,0.0000,14.8495,18.6594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011,0.0000,0.9857,
Loneragan50W-80_102.5m_462,Lon50,Mandurah Channel,1980,06,23,24366.2734,7.0000,,50.9129,51.3499,37.1848,37.1951,11.6678,11.6661,8.5482,8.5469,0.0171,0.0171,3.2090,0.0103,0.0000,0.0000,0.0000,14.0366,18.5253,0.0000,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000,0.9980,
Loneragan50W-81_102.5m_463,Lon50,Mandurah Channel,1981,06,11,24366.2734,7.0000,,53.8591,70.8100,23.5508,35.3650,12.7589,10.9970,9.1818,8.3935,0.1016,0.0715,3.1004,11.8141,97.2512,0.0000,0.0000,13.9892,18.8453,1.2502,0.0000,0.0000,0.0000,0.0000,0.0105,0.0000,0.9537,
Loneragan50W-80_102.5m_476,Lon50,Mandurah Channel,1980,07,30,24366.2734,7.0000,,38.0651,21.2993,19.5720,29.4137,14.5150,15.6935,8.7352,7.7871,0.0439,0.0178,2.6274,9.8417,89.7772,0.0000,0.0000,11.9261,16.3227,7.2561,0.0000,0.0000,0.0000,0.0026,0.1544,0.0000,0.8364,
Loneragan50W-81_102.5m_477,Lon50,Mandurah Channel,1981,07,13,24366.2734,7.0000,,35.5938,24.1539,30.7608,33.6326,11.6904,12.3670,8.3711,7.8924,0.0226,0.0149,2.2851,2.8718,10.4755,0.0000,0.0000,11.1407,14.1809,4.0005,0.0000,0.0000,0.0000,0.0000,0.1657,0.0000,0.8682,
Loneragan50W-79_133m_495,Lon50,Mandurah Channel,1979,08,03,24366.2734,7.0000,,78.2949,79.2707,26.5924,27.2122,12.0160,12.0010,9.0104,8.9656,0.0311,0.0303,4.9019,0.6198,0.0000,0.0000,0.0000,12.7360,16.1405,1.0011,0.0000,0.0000,0.0000,0.0000,0.0863,0.0000,0.8767,
Loneragan50SP-79_102.5m_519,Lon50,Mandurah Channel,1979,09,16,24366.2734,7.0000,,44.2848,40.8333,25.7546,26.9956,13.0469,13.5347,8.6176,8.4087,0.0122,0.0120,4.4635,1.2410,2.2370,0.0000,0.0000,14.7253,20.5596,7.2583,0.0000,0.0000,0.0000,0.0091,0.1450,0.0000,0.7991,
Loneragan50SP-79_102.5m_520,Lon50,Mandurah Channel,1979,09,16,24366.2734,7.0000,,44.2848,40.8333,25.7546,26.9956,13.0469,13.5347,8.6176,8.4087,0.0122,0.0120,4.4635,1.2410,2.2370,0.0000,0.0000,14.7253,20.5596,7.2583,0.0000,0.0000,0.0000,0.0091,0.1450,0.0000,0.7991,
Loneragan50SP-80_102.5m_521,Lon50,Mandurah Channel,1980,09,19,24366.2734,7.0000,,30.3535,24.3537,17.3870,25.0149,17.4023,17.1887,8.5713,8.6324,0.0180,0.0114,1.9451,7.6280,52.3669,0.0000,0.0000,14.3296,20.8999,12.9276,0.0000,0.0000,0.0000,0.0637,0.1075,0.0000,0.8111,
Loneragan50SP-82_133m_522,Lon50,Mandurah Channel,1982,09,13,24366.2734,7.0000,,31.3216,20.4120,21.2822,29.7919,16.0857,16.0952,8.3526,7.9012,0.0148,0.0076,1.5825,8.5098,73.7341,0.0000,0.0000,14.5132,20.5469,12.5872,0.0000,0.0000,0.0000,0.1011,0.1060,0.0000,0.8137,
Loneragan50SP-80_102.5m_551,Lon50,Mandurah Channel,1980,10,09,24366.2734,7.0000,,34.6126,31.1716,23.7911,25.8634,16.2222,16.4462,8.5151,8.3967,0.0052,0.0051,2.7592,2.0723,3.3555,0.0000,0.0000,15.6019,20.8999,11.8433,0.0000,0.0000,0.0000,0.0604,0.1178,0.0000,0.8488,
Loneragan50SP-81_102.5m_552,Lon50,Mandurah Channel,1981,10,13,24366.2734,7.0000,,39.4927,37.4656,13.6598,15.3116,16.0901,16.4281,8.9057,8.7545,0.0093,0.0093,1.5651,1.6518,8.8451,0.0000,0.0000,15.1971,21.0783,8.5845,0.0000,0.0000,0.0000,0.0779,0.0864,0.0000,0.8272,
Loneragan50SP-82_133m_553,Lon50,Mandurah Channel,1982,10,13,24366.2734,7.0000,,43.9726,41.6691,10.3453,12.2228,15.8922,16.0888,9.2269,9.1143,0.0260,0.0203,2.4201,1.8775,13.5815,0.0000,0.0000,16.7010,24.2195,6.6687,0.0000,0.0000,0.0000,0.1088,0.1126,0.0000,0.8071,
Loneragan50SP-82_133m_554,Lon50,Mandurah Channel,1982,10,26,24366.2734,7.0000,,27.7990,25.2111,25.9310,27.7306,16.0200,16.3406,8.4355,8.3729,0.0080,0.0077,2.9981,1.7996,8.2159,0.0000,0.0000,17.6510,24.2195,9.5863,0.0000,0.0000,0.0000,0.0837,0.1224,0.0000,0.8300,
Loneragan50SP-82_133m_555,Lon50,Mandurah Channel,1982,10,29,24366.2734,7.0000,,37.6251,29.4260,20.1999,25.5466,17.6466,17.6192,8.3802,8.2422,0.0095,0.0122,3.9946,5.3467,42.4946,0.0000,0.0000,17.5232,24.2195,9.6696,0.0000,0.0000,0.0000,0.0762,0.1280,0.0000,0.8439,
Loneragan50SP-80_102.5m_557,Lon50,Mandurah Channel,1980,10,23,24366.2734,7.0000,,36.0671,24.6823,25.2531,30.0684,18.8208,18.5438,7.8791,7.6549,0.0093,0.0088,2.1196,4.8152,36.8628,0.0000,0.0000,16.9516,22.5097,8.0902,0.0000,0.0000,0.0000,0.0450,0.1191,0.0000,0.8663,
Loneragan50SP-80_102.5m_596,Lon50,Mandurah Channel,1980,11,12,24366.2734,7.0000,,10.3174,10.2923,33.2865,34.0878,20.3358,19.3869,7.0886,7.2695,0.0016,0.0012,4.9696,0.8013,0.0000,0.0000,0.0000,18.9515,23.1614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0368,0.0000,0.7613,
Loneragan50SP-81_133m_597,Lon50,Mandurah Channel,1981,11,11,24366.2734,7.0000,,18.3387,16.2286,33.7910,34.4044,19.8046,19.2415,7.4303,7.6451,0.0122,0.0073,0.7588,0.6134,1.1185,0.0000,0.0000,17.4639,22.6284,5.8341,0.0000,0.0000,0.0000,0.0129,0.1132,0.0000,0.9195,
Loneragan50SP-82_133m_598,Lon50,Mandurah Channel,1982,11,10,24366.2734,7.0000,,18.5456,11.9107,32.4099,34.6777,18.4573,17.3836,7.7268,7.8608,0.0105,0.0054,1.0722,2.2678,0.0000,0.0000,0.0000,17.4599,22.8022,7.0855,0.0000,0.0000,0.0000,0.0240,0.1367,0.0000,0.8827,
Loneragan50SP-82_133m_599,Lon50,Mandurah Channel,1982,11,22,24366.2734,7.0000,,56.4236,54.1297,20.5448,21.8267,24.5206,24.9918,7.1117,6.8931,0.0148,0.0219,2.9268,1.2820,0.0000,0.0000,0.0000,18.7531,27.5684,2.5008,0.0000,0.0000,0.0000,0.0030,0.1382,0.0000,0.9137,
Loneragan50SP-82_133m_600,Lon50,Mandurah Channel,1982,11,30,24366.2734,7.0000,,40.1730,32.9445,27.7351,29.7289,20.1095,19.7080,7.3463,7.2499,0.0133,0.0121,2.1474,1.9938,1.1185,0.0000,0.0000,19.9575,27.5684,1.0003,0.0000,0.0000,0.0000,0.0017,0.1491,0.0000,0.9137,
Loneragan50SU-79_102.5m_629,Lon50,Mandurah Channel,1979,12,06,24366.2734,7.0000,,51.0129,43.2001,33.3075,33.8607,19.2881,19.1216,7.3094,7.3184,0.0159,0.0133,2.0189,0.5531,0.0000,0.0000,0.0000,20.1404,27.4878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0949,0.0000,0.9463,
Loneragan50SU-79_102.5m_630,Lon50,Mandurah Channel,1979,12,14,24366.2734,7.0000,,68.0367,66.5439,33.4732,33.6683,19.0868,19.0142,7.3353,7.2977,0.0287,0.0300,1.7862,0.1950,0.0000,0.0000,0.0000,20.3404,27.4878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0910,0.0000,0.9447,
Loneragan50SU-80_102.5m_631,Lon50,Mandurah Channel,1980,12,11,24366.2734,7.0000,,19.5176,19.4764,37.2505,37.2481,16.3728,16.3295,7.6654,7.6650,0.0032,0.0031,0.3601,-0.0024,0.0000,0.0000,0.0000,19.3903,25.7335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0135,0.0000,0.9886,
Loneragan50SU-81_102.5m_632,Lon50,Mandurah Channel,1981,12,14,24366.2734,7.0000,,58.2076,53.2238,28.1461,28.9970,19.9681,19.3277,7.5586,7.5393,0.0163,0.0169,0.9631,0.8509,0.0000,0.0000,0.0000,18.4378,24.4912,0.2500,0.0000,0.0000,0.0000,0.0000,0.1209,0.0000,0.9439,
Loneragan50SU-82_133m_633,Lon50,Mandurah Channel,1982,12,21,24366.2734,7.0000,,20.2800,17.6696,35.4222,35.5847,23.7652,22.1946,6.9357,7.1952,0.0189,0.0158,0.7846,0.1625,0.0000,0.0000,0.0000,20.4416,26.6214,0.0000,0.0000,0.0000,0.0000,0.0007,0.1297,0.0000,0.9305,
Loneragan53SP-82_133m_601,Lon53,Mandurah Channel,1982,11,22,13112.5918,23.0000,,55.0604,29.2708,20.7474,30.1773,24.4083,21.0682,7.2073,7.1506,0.0098,0.0056,2.4487,9.4299,80.0085,0.0000,0.0000,18.5353,25.9683,12.2537,0.0000,0.0000,0.0000,0.0001,0.0690,0.0000,0.9538,
Valesini71AU106_21m_1225,Val71,Mandurah Channel,2006,05,08,17817.4727,5.0000,,25.7347,26.8157,36.5404,36.6272,16.8167,16.1090,7.2349,7.1684,0.0035,0.0042,0.5599,0.0869,0.0000,0.0000,0.0000,17.7557,20.8296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000,1.0000,
Valesini71AU206_21m_1226,Val71,Mandurah Channel,2006,05,08,17817.4727,5.0000,,25.7347,26.8157,36.5404,36.6272,16.8167,16.1090,7.2349,7.1684,0.0035,0.0042,0.5599,0.0869,0.0000,0.0000,0.0000,17.7557,20.8296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000,1.0000,
Valesini71AU306_21m_1227,Val71,Mandurah Channel,2006,05,22,17817.4727,5.0000,,20.4075,24.4803,36.3561,36.5072,16.0661,15.4853,7.3560,7.3650,0.0036,0.0043,0.5305,0.1511,0.0000,0.0000,0.0000,17.3721,20.8296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0051,0.0000,1.0000,
Valesini71AU406_21m_1228,Val71,Mandurah Channel,2006,05,22,17817.4727,5.0000,,20.4075,24.4803,36.3561,36.5072,16.0661,15.4853,7.3560,7.3650,0.0036,0.0043,0.5305,0.1511,0.0000,0.0000,0.0000,17.3721,20.8296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0051,0.0000,1.0000,
Valesini71SU106_21m_1229,Val71,Mandurah Channel,2006,01,30,17817.4727,5.0000,,25.9939,26.2110,38.9373,38.9736,19.7075,19.6654,7.1078,7.1040,0.0100,0.0100,3.8585,0.0363,0.0000,0.0000,0.0000,22.6280,29.1505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0000,0.9892,
